ID,Payed Status in April,Payed Status in May,Payed Status in June,Payed Status in July,Payed Status in August,Payed Status in September,Credit Limit,Average Bill Amount,Average Pay Amount,Sex,Education_Graduate School,Education_High School,Education_Others,Education_University,Marriage_Married,Marriage_Others,Marriage_Single,Age_Young Adult (20-27),Age_Adult (28-35),Age_Middle Aged (36-45),Age_Senior (46-80),Defaulted Payment
26061,1,0,0,0,1,0,280000,1917.0,1457.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26062,0,0,0,0,0,0,240000,26178.0,18701.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26063,1,1,1,1,1,1,90000,45097.5,2500.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26064,0,0,0,0,0,0,250000,89206.5,8000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26065,0,0,0,0,0,0,210000,1177.0,732.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26066,0,0,0,0,0,0,90000,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26067,0,0,0,0,0,0,180000,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0
26068,0,0,0,0,0,0,500000,23783.5,2200.0,0,0,0,1,0,1,0,0,0,1,0,0,0
26069,0,0,0,0,0,0,240000,2501.5,2508.5,0,1,0,0,0,1,0,0,0,1,0,0,0
26070,1,0,0,0,0,0,50000,24665.5,1450.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26071,0,0,0,0,0,0,400000,49323.0,1818.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26072,0,0,0,0,1,1,230000,6158.5,5000.0,0,1,0,0,0,0,0,1,0,1,0,0,1
26073,0,0,0,0,1,1,400000,58821.5,10011.5,0,0,1,0,0,0,0,1,0,1,0,0,0
26074,0,0,0,0,0,1,80000,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26075,0,0,0,0,0,0,160000,1313.5,886.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26076,0,0,0,0,0,1,430000,-285.0,500.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26077,0,0,0,1,1,1,90000,4060.0,38.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26078,0,0,0,0,0,0,80000,49981.0,1735.0,0,0,1,0,0,1,0,0,0,1,0,0,0
26079,0,0,0,0,0,1,210000,1639.0,212.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26080,0,0,0,0,0,0,310000,9271.0,6218.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26081,0,0,0,0,0,0,500000,261.5,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26082,0,0,0,0,0,0,70000,25088.0,1500.0,0,0,1,0,0,0,0,1,0,0,1,0,0
26083,1,1,1,1,1,1,20000,18171.5,950.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26084,0,0,0,0,0,0,210000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1
26085,0,0,0,0,0,0,170000,167373.0,6150.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26086,0,0,0,0,0,0,390000,7796.5,3988.0,0,1,0,0,0,0,0,1,0,0,1,0,0
26087,0,0,0,0,0,1,320000,395968.5,10400.0,0,0,0,0,1,1,0,0,0,0,1,0,1
26088,0,0,0,0,0,0,50000,38814.0,1660.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26089,0,0,0,0,0,1,100000,100357.0,5000.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26090,0,0,0,0,0,0,220000,4024.5,4327.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26091,0,0,0,0,0,0,300000,17589.0,919.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26092,0,0,0,0,0,0,160000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26093,0,0,0,0,0,0,200000,44968.5,2159.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26094,0,0,0,0,0,0,240000,14240.5,17245.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26095,0,0,0,0,1,1,90000,29123.5,1500.0,0,1,0,0,0,0,0,1,1,0,0,0,1
26096,0,0,0,0,0,0,50000,3680.0,1284.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26097,0,0,0,0,0,0,210000,193.0,193.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26098,0,0,0,0,0,0,290000,16869.5,9334.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26099,1,1,1,1,1,1,160000,147647.5,6355.5,0,0,0,0,1,0,0,1,0,0,1,0,0
26100,0,0,0,0,0,0,200000,7921.5,3450.5,0,1,0,0,0,1,0,0,0,1,0,0,0
26101,0,0,0,0,0,0,260000,179856.0,6055.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26102,0,0,0,0,0,1,30000,28934.5,1470.0,0,0,1,0,0,1,0,0,0,0,0,1,0
26103,0,0,0,0,0,0,230000,252.0,321.5,0,0,0,0,1,0,0,1,0,0,1,0,0
26104,0,0,0,0,0,0,220000,149232.5,5378.5,0,0,1,0,0,0,0,1,0,0,1,0,0
26105,0,0,0,0,0,0,140000,6771.5,4623.5,0,1,0,0,0,0,0,1,1,0,0,0,0
26106,0,0,0,0,0,0,80000,43818.0,2000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26107,0,0,0,0,0,1,450000,1519.0,1646.5,0,1,0,0,0,1,0,0,0,0,0,1,0
26108,0,0,0,0,0,0,160000,83007.5,3500.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26109,0,0,0,0,1,1,100000,77246.5,2730.5,0,1,0,0,0,1,0,0,1,0,0,0,1
26110,0,0,0,0,0,0,250000,1987.0,1385.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26111,0,0,0,0,0,0,80000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26112,0,0,0,0,0,0,180000,2911.5,1394.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26113,0,0,0,0,0,1,720000,1964.0,1357.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26114,0,0,0,0,0,0,180000,3357.5,525.5,0,0,0,0,1,1,0,0,1,0,0,0,0
26115,0,0,0,0,0,0,230000,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26116,0,0,0,0,0,1,200000,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26117,0,0,0,0,0,0,80000,77260.0,3600.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26118,0,0,0,0,0,0,100000,99981.0,3221.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26119,0,0,0,0,0,0,200000,38719.0,1628.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26120,0,0,0,0,0,0,200000,139223.0,5782.5,0,0,1,0,0,1,0,0,0,1,0,0,1
26121,0,0,0,0,0,0,50000,8006.0,1500.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26122,1,0,0,0,0,0,380000,27456.5,26422.5,0,1,0,0,0,1,0,0,0,0,1,0,1
26123,0,0,0,0,0,0,250000,207927.5,7368.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26124,0,0,0,0,0,0,220000,1324.0,561.0,0,0,0,0,1,0,0,1,0,0,0,1,0
26125,0,1,0,0,0,0,70000,63140.5,2112.5,0,0,0,0,1,0,0,1,0,1,0,0,0
26126,0,0,0,0,0,0,10000,3541.5,1000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26127,0,0,0,0,0,0,60000,7818.5,1212.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26128,0,0,0,0,0,1,200000,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1
26129,0,0,0,0,0,0,200000,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26130,0,0,0,0,0,0,300000,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0
26131,0,0,0,0,0,0,260000,111184.0,4064.5,0,0,1,0,0,0,0,1,0,0,1,0,0
26132,0,0,0,0,0,0,130000,2911.0,2911.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26133,0,0,0,1,1,1,30000,27712.0,1250.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26134,0,0,1,1,0,0,170000,165641.0,6957.0,0,1,0,0,0,1,0,0,0,1,0,0,1
26135,0,0,0,0,0,0,210000,3280.0,4604.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26136,0,0,0,0,0,0,50000,34574.5,1888.0,0,0,1,0,0,0,0,1,0,0,1,0,0
26137,0,0,0,0,0,0,600000,10035.0,10090.0,0,1,0,0,0,0,0,1,0,0,1,0,0
26138,0,0,0,0,0,0,180000,117461.5,3791.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26139,1,1,1,1,1,1,100000,58654.5,2500.0,0,1,0,0,0,0,0,1,0,1,0,0,1
26140,0,0,0,0,0,0,210000,1797.5,731.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26141,0,0,0,0,0,0,150000,1990.0,749.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26142,0,0,0,0,0,0,360000,14946.0,9890.5,0,0,1,0,0,0,0,1,0,1,0,0,0
26143,0,0,0,0,0,0,330000,131280.5,4938.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26144,0,0,0,0,0,1,300000,249.5,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26145,0,0,0,0,0,0,250000,35219.5,5604.0,0,1,0,0,0,0,0,1,0,0,1,0,0
26146,0,0,0,0,0,0,230000,285067.0,11000.0,0,0,0,0,1,1,0,0,0,0,0,1,0
26147,0,0,0,0,1,1,20000,390.0,390.0,0,0,1,0,0,0,0,1,0,0,0,1,0
26148,0,0,0,0,0,0,210000,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26149,0,0,0,1,1,1,80000,80428.0,3062.5,0,0,0,0,1,0,0,1,0,0,1,0,1
26150,1,1,1,0,0,0,250000,16836.0,1463.5,0,1,0,0,0,0,0,1,0,0,1,0,0
26151,1,1,1,1,1,1,50000,47096.5,2000.0,0,0,0,0,1,1,0,0,0,1,0,0,1
26152,0,0,0,0,0,0,200000,77755.5,2126.0,0,0,0,1,0,1,0,0,0,0,1,0,0
26153,0,0,0,0,0,0,290000,169538.0,5550.0,0,0,1,0,0,0,0,1,0,1,0,0,0
26154,0,0,0,0,0,0,310000,6427.5,1032.5,0,0,1,0,0,1,0,0,0,0,1,0,0
26155,0,0,0,0,1,1,270000,70301.0,10000.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26156,0,0,0,0,0,0,200000,38.5,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26157,0,0,0,0,0,0,290000,123864.0,4143.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26158,0,0,0,0,0,0,220000,137641.5,5020.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26159,0,0,0,0,0,0,500000,3123.5,2737.0,0,1,0,0,0,1,0,0,0,1,0,0,1
26160,0,0,1,0,0,0,370000,3266.0,3014.0,0,0,1,0,0,0,0,1,0,1,0,0,0
26161,1,0,0,0,0,1,100000,-3560.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26162,0,0,0,0,0,0,210000,113537.0,4500.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26163,0,0,0,0,0,0,310000,8430.5,2684.5,0,0,1,0,0,0,0,1,0,0,1,0,0
26164,0,0,0,0,0,0,200000,163785.5,6166.0,0,0,0,0,1,1,0,0,1,0,0,0,0
26165,0,0,1,1,0,0,110000,17482.5,0.0,0,1,0,0,0,0,0,1,1,0,0,0,1
26166,0,0,0,0,0,0,130000,33663.5,2000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26167,0,0,0,0,0,0,130000,27779.0,3000.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26168,0,0,0,0,1,1,80000,58078.0,2104.0,0,0,0,0,1,1,0,0,0,1,0,0,1
26169,1,1,1,0,0,0,30000,28907.0,1750.0,0,1,0,0,0,1,0,0,0,0,0,1,1
26170,0,0,0,0,0,1,50000,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26171,0,0,0,0,1,1,160000,145236.0,3292.5,0,0,0,0,1,1,0,0,0,1,0,0,1
26172,0,0,0,0,0,0,80000,69366.0,2511.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26173,0,0,0,0,0,0,100000,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26174,1,1,1,0,0,1,10000,4385.0,750.0,0,0,0,0,1,0,0,1,0,0,1,0,1
26175,0,0,0,0,0,0,90000,3675.0,1000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26176,0,0,0,0,0,0,360000,44464.0,1720.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26177,0,0,0,0,0,0,670000,58678.0,10057.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26178,0,0,0,0,0,0,150000,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0
26179,0,0,0,0,0,0,150000,13262.5,1600.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26180,0,0,0,0,0,0,230000,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26181,0,0,0,0,0,0,230000,926.0,500.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26182,0,0,0,0,0,0,120000,116398.5,4810.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26183,0,0,0,0,0,0,170000,664.0,540.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26184,0,0,1,0,0,1,200000,927.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26185,0,0,0,0,0,0,450000,390.0,390.0,0,0,0,0,1,1,0,0,0,0,1,0,1
26186,0,0,0,0,0,0,200000,3570.0,1511.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26187,0,0,0,0,0,0,310000,71485.5,2499.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26188,0,0,0,0,0,0,50000,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26189,1,0,1,0,0,0,140000,3448.5,479.5,0,0,0,0,1,1,0,0,0,0,1,0,1
26190,0,0,0,0,0,0,250000,2444.5,6230.5,0,1,0,0,0,0,0,1,0,0,1,0,0
26191,0,0,0,0,0,0,310000,164042.0,6506.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26192,0,0,0,0,0,0,80000,69178.5,2527.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26193,0,0,0,0,0,0,200000,7368.0,6905.5,0,0,0,0,1,1,0,0,0,1,0,0,1
26194,0,0,0,0,0,0,90000,83179.0,3783.5,0,0,1,0,0,1,0,0,0,0,0,1,0
26195,0,0,0,0,0,0,160000,2835.0,2581.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26196,0,0,0,0,0,1,180000,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26197,0,0,0,0,0,0,310000,78445.5,3250.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26198,0,0,0,0,0,0,280000,2283.5,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0
26199,0,0,0,1,0,0,90000,20580.5,4500.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26200,0,0,0,0,0,0,210000,202542.0,7350.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26201,0,0,0,0,0,0,200000,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26202,0,0,0,0,0,0,70000,21418.5,1250.0,0,0,0,0,1,1,0,0,0,0,0,1,0
26203,0,0,0,0,0,0,320000,3379.5,2541.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26204,0,0,0,0,0,0,210000,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26205,0,0,0,0,0,0,130000,35897.5,3000.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26206,0,0,0,0,0,0,80000,195.0,195.0,0,0,0,0,1,1,0,0,1,0,0,0,0
26207,0,0,0,0,0,0,370000,2967.5,3896.0,0,0,0,0,1,1,0,0,0,0,0,1,0
26208,0,0,0,0,0,0,180000,49670.5,3294.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26209,0,0,0,0,0,0,310000,67384.0,3509.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26210,0,0,0,0,0,1,280000,239.5,526.5,0,0,0,0,1,0,0,1,1,0,0,0,0
26211,0,0,0,0,0,0,150000,137211.5,6373.0,0,0,0,0,1,1,0,0,1,0,0,0,0
26212,0,0,0,0,1,1,180000,38416.0,3250.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26213,0,0,0,0,0,0,140000,2693.0,1725.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26214,0,0,1,0,0,0,430000,3483.5,2938.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26215,0,0,0,0,0,0,360000,134.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0
26216,0,0,0,0,1,0,240000,1398.0,1410.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26217,0,0,1,1,1,1,140000,734.5,1.0,0,0,0,0,1,0,0,1,0,1,0,0,1
26218,0,0,0,0,1,0,200000,5357.5,4500.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26219,0,0,0,0,0,0,80000,70522.0,2519.5,0,0,0,0,1,1,0,0,0,0,1,0,1
26220,0,0,0,0,0,0,100000,76343.5,2017.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26221,0,0,0,0,0,0,210000,316.0,316.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26222,0,0,0,0,0,1,250000,395.0,395.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26223,0,0,0,0,0,0,50000,34602.0,2060.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26224,0,0,0,0,0,0,400000,4108.5,3949.0,0,1,0,0,0,1,0,0,1,0,0,0,0
26225,0,0,0,0,0,0,150000,5938.0,3001.5,0,0,0,0,1,0,0,1,0,0,1,0,0
26226,0,0,0,0,0,0,280000,115274.0,4253.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26227,0,0,0,0,0,0,100000,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26228,0,0,0,0,0,0,610000,562584.5,17610.5,0,1,0,0,0,0,0,1,0,0,1,0,0
26229,0,0,0,0,0,0,120000,121593.5,5161.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26230,0,0,0,0,0,0,180000,24590.0,1426.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26231,0,1,1,0,0,0,270000,123.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,1
26232,0,0,0,0,0,0,110000,68449.5,1817.5,0,0,1,0,0,1,0,0,0,0,1,0,0
26233,0,0,0,0,0,0,90000,86609.0,2867.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26234,0,0,0,0,0,0,120000,63541.5,5000.0,0,1,0,0,0,0,0,1,0,0,0,1,0
26235,0,1,1,1,1,1,50000,50489.5,958.0,0,0,1,0,0,1,0,0,0,1,0,0,1
26236,0,0,0,0,0,0,160000,2415.0,3166.5,0,0,1,0,0,0,0,1,0,1,0,0,1
26237,0,0,0,0,0,0,500000,60410.5,3015.5,0,0,0,0,1,1,0,0,0,0,0,1,0
26238,0,0,0,0,0,0,440000,381728.5,15018.5,0,0,0,0,1,0,0,1,1,0,0,0,0
26239,0,0,0,0,0,0,330000,1383.0,1383.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26240,0,0,0,0,0,0,200000,68697.0,2700.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26241,0,0,0,0,0,0,250000,155007.5,6250.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26242,0,0,0,0,0,0,140000,39275.0,5000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26243,0,0,0,0,0,0,260000,183431.5,15000.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26244,0,1,0,0,1,1,60000,57578.0,750.0,0,1,0,0,0,1,0,0,0,0,1,0,1
26245,0,0,0,0,0,0,500000,353918.5,9504.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26246,0,0,0,0,0,0,130000,94216.5,3912.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26247,0,0,1,1,1,1,80000,69080.5,1300.0,0,0,0,0,1,1,0,0,0,1,0,0,1
26248,0,0,0,0,0,0,150000,42697.0,2318.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26249,0,0,0,0,0,0,120000,3214.0,3204.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26250,0,0,0,0,0,1,90000,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26251,0,0,0,0,0,0,210000,55795.0,18681.5,0,1,0,0,0,0,1,0,0,1,0,0,0
26252,0,0,0,0,0,0,280000,20129.5,19207.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26253,0,0,0,0,0,0,240000,-2076.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0
26254,0,0,0,0,0,0,230000,1014.5,1014.5,0,0,0,0,1,0,0,1,0,1,0,0,0
26255,0,0,0,0,0,0,30000,28411.5,1226.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26256,0,0,0,0,0,0,60000,54082.0,1808.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26257,0,0,0,0,0,0,360000,4612.0,2258.5,0,1,0,0,0,1,0,0,0,1,0,0,0
26258,0,0,0,0,0,0,90000,58430.0,2661.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26259,0,0,0,0,0,0,180000,1627.5,1489.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26260,0,0,0,0,0,1,10000,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0
26261,0,0,0,0,0,0,210000,319.5,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1
26262,0,0,0,0,0,0,30000,4137.5,3550.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26263,0,0,0,0,0,0,200000,4509.5,1417.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26264,0,0,0,0,0,0,90000,88631.0,3000.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26265,0,0,0,0,0,0,50000,47862.5,1798.5,0,0,1,0,0,1,0,0,0,0,1,0,0
26266,0,0,0,0,1,1,30000,25402.5,618.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26267,0,0,0,0,0,0,220000,5572.0,5600.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26268,0,0,0,0,0,0,500000,45091.5,2636.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26269,0,0,0,0,0,0,60000,36731.5,1650.5,0,0,1,0,0,1,0,0,0,0,0,1,0
26270,0,0,0,0,0,0,110000,77708.5,5022.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26271,0,0,0,0,0,0,360000,377.0,377.0,0,0,1,0,0,1,0,0,0,0,1,0,1
26272,0,0,1,0,0,0,30000,25790.0,1007.5,0,0,1,0,0,0,0,1,0,0,1,0,0
26273,0,0,0,0,0,0,300000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26274,0,0,0,0,0,0,490000,4965.5,5824.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26275,0,0,0,0,0,0,210000,1572.5,1257.5,0,1,0,0,0,1,0,0,0,0,1,0,0
26276,0,0,0,0,0,0,280000,759.5,433.0,0,1,0,0,0,1,0,0,0,0,1,0,0
26277,1,1,1,1,1,0,60000,3354.5,500.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26278,0,0,0,0,0,0,490000,0.0,81.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26279,0,0,0,0,0,0,50000,6689.0,680.5,0,0,1,0,0,1,0,0,0,0,1,0,1
26280,0,0,0,0,0,1,200000,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0
26281,0,0,1,1,1,1,70000,57382.5,2000.0,0,1,0,0,0,0,0,1,0,0,1,0,0
26282,0,0,0,0,0,0,260000,6822.5,3000.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26283,0,0,0,0,0,0,460000,124794.0,4223.5,0,0,0,0,1,1,0,0,0,0,1,0,0
26284,1,0,0,0,0,0,200000,2343.0,1401.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26285,0,0,0,0,0,0,320000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1
26286,0,0,0,0,0,0,230000,56590.0,5000.0,0,0,1,0,0,0,1,0,0,0,0,1,0
26287,0,0,0,0,0,0,350000,44434.0,5500.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26288,0,0,0,0,0,0,230000,12697.0,1000.0,0,1,0,0,0,1,0,0,0,1,0,0,0
26289,0,0,0,0,1,1,20000,18653.5,1600.0,0,0,1,0,0,0,0,1,0,0,0,1,1
26290,0,0,0,0,0,0,230000,43899.5,2000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26291,0,0,0,0,0,0,80000,2642.0,1628.5,0,0,0,0,1,1,0,0,0,1,0,0,0
26292,0,0,0,0,0,0,110000,90607.0,4719.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26293,0,0,0,0,0,0,360000,393.0,446.5,0,1,0,0,0,1,0,0,0,1,0,0,0
26294,0,0,0,0,0,1,80000,1257.0,636.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26295,0,0,0,1,0,0,350000,507.0,421.0,0,0,0,0,1,1,0,0,0,1,0,0,1
26296,0,0,0,0,0,0,70000,53324.5,2802.0,0,0,0,0,1,1,0,0,0,0,0,1,0
26297,0,0,0,0,0,0,360000,4934.5,4817.5,0,0,1,0,0,0,0,1,0,1,0,0,0
26298,1,1,1,1,1,1,240000,224803.5,8500.0,0,1,0,0,0,1,0,0,0,1,0,0,1
26299,0,0,0,0,0,0,80000,36417.0,1469.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26300,0,0,1,0,0,0,140000,64892.0,2500.0,0,0,0,0,1,0,0,1,0,1,0,0,0
26301,0,0,0,0,1,1,50000,51369.0,909.5,0,1,0,0,0,0,0,1,0,1,0,0,1
26302,0,0,0,0,0,0,130000,7215.0,1000.0,0,0,1,0,0,0,0,1,0,1,0,0,0
26303,0,0,0,0,0,0,160000,125731.0,25000.0,0,0,0,0,1,0,0,1,0,0,1,0,0
26304,0,0,0,0,1,1,160000,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26305,0,0,0,0,0,0,90000,9672.0,10008.0,0,1,0,0,0,0,0,1,0,1,0,0,0
26306,0,0,0,0,0,0,50000,43770.0,1779.0,0,0,0,0,1,1,0,0,0,0,1,0,0
26307,1,0,0,0,0,0,210000,946.0,1268.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26308,0,0,0,0,0,1,20000,17654.0,1250.0,0,1,0,0,0,0,0,1,0,1,0,0,1
26309,0,0,0,0,0,0,200000,3570.5,3473.5,0,1,0,0,0,0,0,1,0,1,0,0,0
26310,0,0,0,0,0,0,230000,311.5,452.5,0,1,0,0,0,1,0,0,0,1,0,0,0
26311,0,0,0,0,0,0,150000,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0
26312,0,0,0,0,0,0,210000,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0
26313,0,0,0,0,0,0,290000,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1
26314,1,1,0,0,1,1,260000,126064.5,6250.0,0,0,1,0,0,1,0,0,0,1,0,0,1
26315,1,1,1,1,0,0,20000,12596.0,527.5,0,0,0,0,1,1,0,0,0,1,0,0,1
26316,0,0,0,0,0,0,180000,2899.5,2899.5,0,0,1,0,0,1,0,0,0,0,0,1,1
26317,0,0,0,0,0,0,100000,70743.0,2551.5,0,0,0,1,0,1,0,0,0,1,0,0,0
26318,0,0,0,0,0,0,280000,176487.5,6000.0,0,0,0,0,1,1,0,0,0,0,1,0,0
